Book	Chapter	Verse	ID	SupportReference	OrigQuote	Occurrence	GLQuote	OccurrenceNote
TIT	1	11	at7c		αἰσχροῦ κέρδους χάριν	1	for shameful profit	ಯಾವುದು ಸರಿಯಲ್ಲವೋ, ಯಾವುದು ಅನ್ಯಾಯವಾದುದೋ , ಅದರಿಂದ ಜನರಿಗೆ ಯಾವ ಲಾಭವೂ ಇಲ್ಲ ಎಂಬುದನ್ನು ಕುರಿತು ಇದು ಹೇಳುತ್ತದೆ.
TIT	1	11	aqi5		ὅλους οἴκους ἀνατρέπουσιν	1	are upsetting whole families	"ಇಂತಹ ನೀಚ ಲಾಭವನ್ನು ಹೊಂದುವುದಕ್ಕಾಗಿ ಮಾಡಿದ ಉಪದೇಶ ಕುಟುಂಬಗಳನ್ನು ನಾಶಮಾಡುತ್ತದೆ. ಇದಲ್ಲದೆ ಕುಟುಂಬಗಳ ನಂಬಿಕೆಯನ್ನು ಹಾಳುಮಾಡುತ್ತದೆ. ಇದು ಕುಟುಂಬಗಳ ಸದಸ್ಯರ ನಡುವೆ ಪರಸ್ಪರ ವಾಗ್ವಾದಗಳಿಗೆ ಎಡೆಮಾಡಿ ಬಾಯಿಮುಚ್ಚಿಸುತ್ತದೆ. 
TIT    1    12    ಕ್ರೇತ ದ್ವೀಪದ ಪ್ರವಾದಿಗಳು ಅಥವಾ "" ಕ್ರೇತ ದ್ವೀಪದ ಜನರು ತಮ್ಮನ್ನು ತಾವೇ ಪ್ರವಾದಿಗಳೆಂದು ನಿರ್ಧರಿಸಿಕೊಳ್ಳುತ್ತಾರೆ. """
TIT	1	12	y3zb	figs-hyperbole	Κρῆτες ἀεὶ ψεῦσται	1	Cretans are always liars	"ಕ್ರೇತ ದ್ವೀಪದವರು  ಸುಳ್ಳು   ಹೇಳುವವರು .    ಇದೊಂದು ಉತ್ಪ್ರೇಕ್ಷೆಯಾದರೂ ಕ್ರೇತ ದ್ವೀಪದ ಅನೇಕರು  ತುಂಬಾ ಸುಳ್ಳು   ಹೇಳುವವರಾಗಿದ್ದಾರೆ."" (ನೋಡಿ: [[rc://en/ta/man/translate/figs-hyperbole]])
TIT    1    12    ಇಲ್ಲಿ ಬರುವ ಕ್ರೇತ ದ್ವೀಪದ ಜನರು ಅಪಾಯಕಾರಿ ಕ್ರೂರ ಮೃಗಗಳು ಎಂಬ ರೂಪಕದ ಮೂಲಕ ತಿಳಿಸಿದೆ .(ನೋಡಿ: [[rc://en/ta/man/translate/figs-metaphor]])
TIT    1    13    ನೀನು ಕ್ರೇತ ದ್ವೀಪದ ಜನರನ್ನು ತಿದ್ದಲು , ನೀವು ಹೇಳುವುದನ್ನು ಅವರು ಅರ್ಥಮಾಡಿಕೊಳ್ಳಲು ತೀಕ್ಷ್ಣವಾದ ಪದಗಳನ್ನು ಬಳಸಬೆಕು."
TIT	1	13	je3r		ἵνα ὑγιαίνωσιν ἐν τῇ πίστει	1	so that they may be sound in the faith	"ಆಗ ಅವರು ದೃಢನಂಬಿಕೆಯನ್ನು ಹೊಂದುತ್ತಾರೆ ಅಥವಾ "" ಅವರ ನಂಬಿಕೆಯು ನಿಜವಾದುದಾಗಿರುತ್ತದೆ.   """
TIT	1	14	p28i		Ἰουδαϊκοῖς μύθοις	1	Jewish myths	ಇದು ಯೆಹೂದಿಗಳ ಸುಳ್ಳು ಬೋಧನೆಗಳನ್ನು ಕುರಿತು ಹೇಳುತ್ತದೆ.
TIT	1	14	m4a5	figs-metaphor	ἀποστρεφομένων τὴν ἀλήθειαν	1	turn away from the truth	"ಪೌಲನ ಸತ್ಯದ ಬಗ್ಗೆ ಮಾತನಾಡುತ್ತಾ ಅದನ್ನು ಒಂದು ವಿಷಯವನ್ನಾಗಿ ಉಪಯೋಗಿಸಿ ಮಾತನಾಡುತ್ತಾ ಸುಳ್ಳು ಬೋಧನೆಗಳಿಂದ ದೂರವಿರುವಂತೆಯೂ , ಅಂತವರನ್ನು ತಡೆಗಟ್ಟುವ ಪ್ರಯತ್ನಮಾಡಬೇಕೆಂದು ಹೇಳುತ್ತಾನೆ. ಪರ್ಯಾಯ ಭಾಷಾಂತರ : ""ಸತ್ಯಬೋಧನೆಯನ್ನು ನಿರಾಕರಿಸುವವರು ."" (ನೋಡಿ: [[rc://en/ta/man/translate/figs-metaphor]])"
TIT	1	15	qtb9		πάντα καθαρὰ τοῖς καθαροῖς	1	To those who are pure, all things are pure	ಶುದ್ಧಮನಸ್ಸು , ಆಲೋಚನೆವುಳ್ಳವರು ಮಾಡುವ  ಎಲ್ಲಾ ಕೆಲಸವು ಶುದ್ಧವಾಗಿಯೂ, ಸತ್ಯವಾಗಿಯೂ ಇರುತ್ತದೆ.
TIT	1	15	nx42		τοῖς καθαροῖς	1	To those who are pure	ಅಂತವರು ದೇವರಿಗೆ ಪ್ರಿಯರಾಗಿರುತ್ತಾರೆ.
TIT	1	15	n3wk	figs-metaphor	τοῖς μεμιαμμένοις καὶ ἀπίστοις, οὐδὲν καθαρόν	1	to those who are corrupt and unbelieving, nothing is pure	"ಪೌಲನು ಪಾಪಿಗಳನ್ನು ಕುರಿತು ಹೇಳುವಾಗ ಅವರು ದೈಹಿಕವಾಗಿ ಅಶುದ್ಧರಾಗಿರುತ್ತಾರೆ ಎಂದು ಹೇಳುತ್ತಾನೆ .ಪರ್ಯಾಯ ಭಾಷಾಂತರ : "" ಜನರು ಅನೀತಿವಂತರಾಗಿದ್ದು , ಅಪನಂಬಿಕೆ ಯಿಂದ ಕೂಡಿದ್ದರೆ ಅವರಿಂದ ಯಾವುದೇ ಶುದ್ಧಕಾರ್ಯ , ನೀತಿವಂತ ಕಾರ್ಯ ಮಾಡಲು ಸಾಧ್ಯವಿಲ್ಲ "" (ನೋಡಿ: [[rc://en/ta/man/translate/figs-metaphor]])"
TIT	1	16	i3l2		τοῖς ... ἔργοις ἀρνοῦνται	1	they deny him by their actions	ಅವರು ದೇವರಬಗ್ಗೆ ತಿಳಿದಿರುವ ವಿಷಯವನ್ನು ನಂಬಿಕೆಯನ್ನು ಅವರ ಜೀವನ ಕ್ರಮವನ್ನು ಆಧರಿಸಿ ಹೇಳಬಹುದು.
TIT	1	16	ja47		βδελυκτοὶ ὄντες	1	They are detestable	ಅವರು ದೇವರಿಗೆ ಅವಿಧೇಯರೂ , ಅಸಹ್ಯರೂ ಆಗಿದ್ದಾರೆ.
TIT	2	intro	h3il			0		"# ತೀತ  ಭಾಗ 2: ಸಾಮಾನ್ಯ ಪೀಠಿಕೆಗಳು <br>##  ಈ ಅಧ್ಯಾಯದಲ್ಲಿನ ವಿಶೇಷ ಪರಿಕಲ್ಪನೆಗಳು <br><br>### ಹೆಣ್ಣು ಗಂಡಿನ ಪಾತ್ರಗಳು <br><br> ಈ ಅಧ್ಯಾಯವನ್ನು ಐತಿಹಾಸಿಕವಾಗಿಯೂ ಮತ್ತು ಸಾಂಸ್ಕೃತಿಕ ಹಿನ್ನೆಲೆಯಿಂದಲೂ ಹೀಗೆ ಅರ್ಥಮಾಡಿಕೊಳ್ಳ ಬೇಕೆಂದು ವಿದ್ವಾಂಸರು ವಿವಿಧ ರೀತಿಯಲ್ಲಿ ವಿಭಾಗಿಸಿದ್ದಾರೆ . ಕೆಲವು ವಿದ್ವಾಂಸರು ಮದುವೆ ಮತ್ತು ಸಭೆಗಳಲ್ಲಿ ಸೇವೆಮಾಡಲು,   ವಿಶಿಷ್ಟವಾದ , ವಿಭಿನ್ನವಾದ ಜವಾಬ್ದಾರಿಯನ್ನು ನಿರ್ವಹಿಸಲು ಪುರುಷ ಮತ್ತು ಮಹಿಳೆಯರನ್ನು ದೇವರು ಸೃಷ್ಠಿಸಿದನು . ಭಾಷಾಂತರಗಾರರು ಎಚ್ಚರಿಕೆಯಿಂದ ಅರ್ಥಮಾಡಿಕೊಂಡು ಮೂಲ ಅರ್ಥಕ್ಕೆ ಧಕ್ಕೆ ಬಾರದಂತೆ ಭಾಷಾಂತರ ಮಾಡಬೇಕು.
<br><br>###  ಗುಲಾಮತನ <br><br> ಪೌಲನು ಈ ಅಧ್ಯಾಯದಲ್ಲಿ ಗುಲಾಮತನ ಒಳ್ಳೆಯದೋ , ಕೆಟ್ಟದೋ ಎಂಬುದರ ಬಗ್ಗೆ ಹೇಳುವುದಿಲ್ಲ .ಆದರೆ ಆಳುಗಳು ತಮ್ಮ ಮಾಲಿಕರಿಗೆ ನಿಷ್ಠೆಯಿಂದ ಸೇವೆ ಸಲ್ಲಿಸಬೇಕು ಎಂದು ತಿಳಿಸಿದ್ದಾನೆ . ಪ್ರತಿಯೊಬ್ಬ ವಿಶ್ವಾಸಿಯೂ ದೇವರಿಗೆ ಎಲ್ಲಾ ಸಂದರ್ಭದಲ್ಲೂ ನಿಷ್ಠೆಯಿಂದ ಇರಬೇಕು  ಮತ್ತು ದೈವನಂಬಿಕೆಯಿಂದ ಇರಬೇಕು ಎಂದು ಬೋಧಿಸುತ್ತಾನೆ.<br>"
TIT	2	1	lfu1			0	Connecting Statement:	ದೇವರ ವಾಕ್ಯವನ್ನು ಏಕೆ ಬೋಧಿಸಬೇಕು ಎಂಬುದಕ್ಕೆ ಕಾರಣ ಗಳನ್ನು ಹೇಳಿ ವಿವರಿಸುವುದನ್ನು ಪೌಲನು ಮುಂದುವರೆಸುತ್ತಾನೆ.  ಇದರೊಂದಿಗೆ ವೃದ್ಧ ಪುರುಷರು ಮತ್ತು ಮಹಿಳೆಯರು ,  ಯುವಜನರು, ಗುಲಾಮರು ಅಥವಾ ಆಳುಗಳು ವಿಶ್ವಾಸಿಗಳಂತೆ ಜೀವಿಸಬೇಕು ಎಂದುಹೇಳುತ್ತಾನೆ.
TIT	2	1	tpi2	figs-explicit	σὺ δὲ λάλει ἃ πρέπει	1	But you, speak what fits	"ಪೌಲನು ಇಲ್ಲಿರುವ ಪರಸ್ಪರ ಬೇಧವನ್ನುತಿಳಿಸುತ್ತಾನೆ.
 ಪರ್ಯಾಯ ಭಾಷಾಂತರ : ""ಆದರೆ, ತೀತನೆ, ನೀನಾದರೋ ಸ್ವಸ್ಥ ಬೋಧನೆ ಮತ್ತು ಸುಳ್ಳು ಪ್ರವಾದಿಗಳ ಬೋಧನೆಗಳ ನಡುವೆ ಇರುವ ಪರಸ್ಪರ ವ್ಯತ್ಯಾಸಗಳನ್ನು ತಿಳಿದು ಬೋಧಿಸು ""  ಎಂದು ಹೇಳಿದ್ದಾನೆ.(ನೋಡಿ: [[rc://en/ta/man/translate/figs-explicit]])"
TIT	2	1	ph2j		τῇ ὑγιαινούσῃ διδασκαλίᾳ	1	with faithful instruction	"ಸುಭದ್ರವಾದ ತತ್ವಗಳನ್ನು ಅಥವಾ""ಸರಿಯಾದ ಬೋಧನೆಗಳನ್ನು ಮಾತ್ರ ಬೋಧಿಸಿದ """
TIT	2	2	xc6t		νηφαλίους εἶναι	1	to be temperate	ಜಿತೇಂದ್ರಿಯರೂ ,ಸ್ವಸ್ಥಚಿತ್ತರೂ , ಸ್ವಸಾಮರ್ಥ್ಯಳ್ಳವರೂ ಆಗಿರಬೇಕು.
TIT	2	2	y3j2		εἶναι ... σώφρονας	1	to be ... sensible	ತಮ್ಮಆಶೆ ಅಭಿಲಾಷೆಗಳನ್ನು ನಿಗ್ರಹಿಸಲು ತಿಳಿದವರೂ ಆಗಿರಬೇಕು.
TIT	2	2	m14y	figs-abstractnouns	ὑγιαίνοντας τῇ πίστει, τῇ ἀγάπῃ, τῇ ὑπομονῇ	1	sound in faith, in love, and in perseverance	"ಇಲ್ಲಿ ""ಧ್ವನಿ "" ಎಂಬ ಪದದ ಅರ್ಥ ದೃಢವಾದ ಮತ್ತು ಅನುಮಾನ ವಿಲ್ಲದ ಎಂದು,ಭಾವಸೂಚಕ ನಾಮಪದಗಳಾದ ""ನಂಬಿಕೆ "" , ""ಪ್ರೀತಿ ""ಮತ್ತು ""ರಕ್ಷಣೆ ""ಇವೆಲ್ಲವನ್ನು ಕ್ರಿಯಾಪದಗಳನ್ನಾಗಿ ಹೇಳಬಹುದು, ಪರ್ಯಾಯ ಭಾಷಾಂತರ : ""ಅವರು ದೇವರ ನಿಜವಾದ ಬೋಧನೆಯನ್ನು ದೃಢವಾಗಿ ನಂಬಬೇಕು , ಇತರರನ್ನು ನಿಜವಾಗಿ ಪ್ರೀತಿಸಬೇಕು ಮತ್ತು ಎಷ್ಟೇ ಶೋಧನೆಗಳು ಬಂದರೂ ದೇವರ ಸೇವೆಯನ್ನು ನಿರಂತರವಾಗಿ ಮಾಡಬೇಕು ."" (ನೋಡಿ: [[rc://en/ta/man/translate/figs-abstractnouns]])"
TIT	2	3	gl8e		πρεσβύτιδας ὡσαύτως ἐν καταστήματι	1	Teach older women likewise	"ಇದೇ ರೀತಿ ವೃದ್ಧಸ್ತ್ರೀಯರಿಗೆ ಸದ್ಭೋಧನೆ ಮಾಡಬೇಕು ಅಥವಾ "" ವೃದ್ಧಸ್ತ್ರೀಯರಿಗೂ ಬೋಧನೆ ಮಾಡಬೇಕು"" ."
TIT	2	3	v9cp		διαβόλους	1	slanderers	ಈ ಮಾತುಗಳು ಜನರು ಇತರರ ಬಗ್ಗೆ ಬಗ್ಗೆ ಕೆಟ್ಟ ಮಾತನ್ನಾಡುವವರನ್ನು ಕುರಿತು ಹೇಳುವಂತದ್ದು.
TIT	2	3	g9re	figs-metaphor	οἴνῳ πολλῷ δεδουλωμένας	1	or being slaves to much wine	"ಯಾರು ತಮ್ಮನ್ನು ಹತೋಟಿಯಲ್ಲಿ ಇಟ್ಟುಕೊಳ್ಳಲಾರದೆ  ಮಧ್ಯಪಾನ ಮಾಡುತ್ತಾರೋಅಂತವರನ್ನು ಜನರು ಮಧ್ಯಕ್ಕೆ ಗುಲಾಮರಾಗುವವರು ಎಂದು ಹೇಳುತ್ತಾರೆ. ಇದನ್ನು  ಕರ್ತರಿ ಪ್ರಯೋಗದಲ್ಲಿ ಹೇಳಬಹುದು .ಪರ್ಯಾಯ ಭಾಷಾಂತರ : ""ತುಂಬಾ ಮಧ್ಯಪಾನ ಮಾಡದೆ ಇರುವವರು ಅಥವಾ ಮಧ್ಯಕ್ಕೆ ಗುಲಾಮರಾಗದೆ ಇರುವವರು  ."" (ನೋಡಿ: [[rc://en/ta/man/translate/figs-metaphor]]ಮತ್ತು [[rc://en/ta/man/translate/figs-activepassive]])"
TIT	2	5	t5v6	figs-activepassive	ἵνα μὴ ὁ λόγος τοῦ Θεοῦ βλασφημῆται	1	so that God's word may not be insulted	"ಇದೊಂದು ""ಸಂದೇಶ "" ಎಂಬುದಕ್ಕೆ ವಿಶೇಷಣ / ಮಿಟೋನಿಮಿ ಇನ್ನೊಂದು ಅರ್ಥದಲ್ಲಿ ದೇವರ ಕುರಿತು ಹೇಳಿರುವ ವಿಶೇಷಣ / ಮಿಟೋನಿಮಿ ಇದನ್ನು  ಕರ್ತರಿ ಪ್ರಯೋಗದಲ್ಲಿ ಹೇಳಬಹುದು .
ಪರ್ಯಾಯ ಭಾಷಾಂತರ : ""ಇದರಿಂದ ದೇವರ ವಾಕ್ಯವನ್ನು ಯಾರೂ ನಿರ್ಲಕ್ಷಿಸಬಾರದು "" ಅಥವಾ  ಯಾರೂ ದೇವರನ್ನು ನಿರ್ಲಕ್ಷಿಸಿ , ಆತನ ವಾಕ್ಯಗಳ ಬಗ್ಗೆ ಕೆಟ್ಟದಾಗಿ ಮಾತನಾಡ ಬಾರದು "" (ನೋಡಿ: [[rc://en/ta/man/translate/figs-activepassive]] ಮತ್ತು [[rc://en/ta/man/translate/figs-metonymy]])
TIT    2    6    ವೃದ್ಧರನ್ನು ತರಬೇತಿಗೊಳಿಸಿದಂತೆ ಯುವಜನರಿಗೂ ಸಹ ತೀತನು  ತರಬೇತಿ ನೀಡಬೇಕಾಗಿತ್ತು .
TIT    2    7    ನೀನು ಏನಾಗಿರಬೇಕು ಎಂಬುದಕ್ಕೆ ಮಾದರಿಯಾಗಿರು"
TIT	2	7	ym6x		τύπον καλῶν ἔργων	1	an example of good works	ಸತ್ಕಾರ್ಯ ಮಾಡುವುದರಲ್ಲಿ ಮಾದರಿಯಾಗಿದ್ದು ಯಾವುದು ಸರಿ,  ಯಾವುದು ತಪ್ಪು ಎಂಬುದನ್ನು ತಿಳಿಸಿ ಉಪದೇಶ ಮಾಡಬೇಕು.
TIT	2	8	xt6v	figs-hypo	ἵνα ὁ ἐξ ἐναντίας ἐντραπῇ	1	so that anyone who opposes you may be ashamed	"ತೀತನ ಬೋಧನೆಗಳನ್ನು ವಿರೋಧಿಸುವ ಒಂದು ಕಾಲ್ಪನಿಕ ಸನ್ನಿವೇಶವನ್ನು ಇದು ತಿಳಿಸುತ್ತದೆ. ಆದರೆ ನಂತರ ಅವರು ತಮ್ಮ ಕ್ರಿಯೆಯ ಬಗ್ಗೆ ನಾಚಿಕೊಳ್ಳುವರು.ಪರ್ಯಾಯ ಭಾಷಾಂತರ :  ""ಇದರಿಂದ   ಯಾರು ಈ  ರೀತಿ ವಿರೋಧಿಸುತ್ತಾರೋ ಅವರು ನಾಚಿಕೊಳ್ಳುವರು. "" ಅಥವಾ ""  ಜನರು ನಿಮ್ಮನ್ನು ವಿರೋಧಿಸಿ  ಮಾತನಾಡಿದರೆ ಅವರು ಖಂಡಿತ ನಾಚಿಕೊಳ್ಳುವರು / ಅಪಮಾನ ಹೊಂದುವರು  "" (ನೋಡಿ: [[rc://en/ta/man/translate/figs-hypo]])"
TIT	2	9	ntp7		ἰδίοις δεσπόταις	1	their masters	ತಮ್ಮ ಯಜಮಾನರಿಗೆ
TIT	2	9	if6v		ἐν πᾶσιν	1	in everything	ಎಲ್ಲಾ ಸನ್ನಿವೇಶಗಳಲ್ಲೂ ಅಥವಾ ಯಾವಾಗಲೂ
TIT	2	9	id15		εὐαρέστους εἶναι	1	please them	"ತಮ್ಮ ಯಜಮಾನರನ್ನು / ಧಣಿಗಳನ್ನು ಸಂತೋಷಪಡಿಸುತ್ತಾ , ಮೆಚ್ಚಿಸುತ್ತಾ "" ಅಥವಾ ""   ತಮ್ಮ ಯಜಮಾನರನ್ನು / ಧಣಿಗಳನ್ನು ತೃಪ್ತಿಪಡಿಸಲು ಪ್ರಯತ್ನಿಸುತ್ತಾ."
TIT	2	10	t87j		πᾶσαν πίστιν ἐνδεικνυμένους ἀγαθήν	1	demonstrate all good faith	ತಮ್ಮ ಯಜಮಾನ / ಧಣಿಗಳ ನಂಬಿಕೆಗೆ  ಅರ್ಹರಾಗಿ ನಂಬಿಗಸ್ತರೆಂದು ಹೆಸರು ಪಡೆಯಲು ಪ್ರಯತ್ನಿಸುತ್ತಾ
TIT	2	10	h2n6		ἐν πᾶσιν	1	in every way	ಅವರು ಮಾಡುವ ಕೆಲಸಗಳಲ್ಲಿಯೂ
TIT	2	10	f8jy		τὴν διδασκαλίαν τὴν τοῦ Σωτῆρος ἡμῶν Θεοῦ κοσμῶσιν	1	they may bring credit to the teaching about God our Savior	"ನಮ್ಮ ರಕ್ಷಕನಾದ ದೇವರ ಬೋಧನೆಗಳನ್ನು ಆಕರ್ಷಣೀಯ ವಾಗಿರುವಂತೆ , ಕುತೂಹಲಕಾರಿಯಾಗಿರುವಂತೆ ಮಾಡುತ್ತಾರೆ. "" ಅಥವಾ ""   ನಮ್ಮ ರಕ್ಷಕನಾದ ದೇವರ ಬೋಧನೆಗಳು ಜನರಿಗೆ ಸುಲಭವಾಗಿ ಅರ್ಥವಾಗುವಂತೆ ಮಾಡಲು ಅವರು ಪ್ರಯತ್ನಿಸುವರು. """
TIT	2	10	pn93		τὴν τοῦ Σωτῆρος ἡμῶν Θεοῦ	1	God our Savior	ನಮ್ಮನ್ನು ರಕ್ಷಿಸುವ ದೇವರು
TIT	2	11	y44u			0	Connecting Statement:	ಯೇಸುವಿನ ಗಮನವನ್ನು ಕುರಿತು ನಿರೀಕ್ಷಿಸುವಂತೆ ತೀತನನ್ನು ಕುರಿತು ಪೌಲನು ಪ್ರೇರೇಪಿಸುತ್ತಾನೆ ಮತ್ತು ಯೇಸುವಿನ ಮೂಲಕ ಬರುವ ಅಧಿಕಾರವನ್ನು ಹೊಂದಲು ಸಿದ್ಧವಾಗಿರಲು ನೆನಪಿಸು ತ್ತಾನೆ.
TIT	2	11	gp2z	figs-personification	ἐπεφάνη ... ἡ χάρις τοῦ Θεοῦ	1	the grace of God has appeared	"ಎಲ್ಲಾ ಮನುಷ್ಯರಿಗೆ ರಕ್ಷಣೆಯನ್ನು ನೀಡುವ ದೇವರ ಕೃಪೆಯು ಪ್ರತ್ಯಕ್ಷವಾಗಿ ಒಬ್ಬ ವ್ಯಕ್ತಿಯಿಂದ ಇನ್ನೊಬ್ಬ ವ್ಯಕ್ತಿಗೆ  ತಲುಪುವ ಬಗ್ಗೆ ಪೌಲನು ಇಲ್ಲಿ ಮಾತನಾಡುತ್ತಿದ್ದಾನೆ."" (ನೋಡಿ: [[rc://en/ta/man/translate/figs-personification]])"
TIT	2	12	qy8k	figs-personification	παιδεύουσα ἡμᾶς	1	trains us	"ಪೌಲನು  ದೇವರ ಕೃಪೆಯ ಬಗ್ಗೆ ಮಾತನಾಡುತ್ತಿದ್ದಾನೆ. ([ತೀತ 2:11] (./11.ಎಂಡಿ)) ಕೃಪೆಯನ್ನು ಒಬ್ಬ ವ್ಯಕ್ತಿಯಂತೆ ಭಾವಿಸಿ ಒಬ್ಬ ವ್ಯಕ್ತಿಯಿಂದ ಇನ್ನೊಬ್ಬವ್ಯಕ್ತಿಯ ಬಳಿ ಹೋಗಿ ಅವನನ್ನು ಪವಿತ್ರವಾದ ಜೀವನವನ್ನು ಹೇಗೆ ನಡೆಸಬೇಕು ಎಂದು ತರಬೇತಿ ನೀಡುತ್ತದೆ. ಎಂದು ತಿಳಿಸುತ್ತಾನೆ."" (ನೋಡಿ: [[rc://en/ta/man/translate/figs-personification]])"
TIT	2	12	lxb3		παιδεύουσα ἡμᾶς, ἵνα ἀρνησάμενοι τὴν ἀσέβειαν	1	trains us to reject godlessness	ನಾವು ದೇವರನ್ನು ಅಗೌರವಿಸಬಾರದು , ಭಕ್ತಿಹೀನರಾಗಿರ ಬಾರದು ಎಂದು  ಬೋಧಿಸುತ್ತದೆ.
TIT	2	12	n3k5		τὰς κοσμικὰς ἐπιθυμίας	1	worldly passions	"ಲೋಕದ ಆಶೆ ಆಮಿಶಗಳಿಗೆ ಒಳಗಾಗದಂತೆ ಅಥವಾ "" ಪಾಪಮಯವಾದ ಭೋಗಲಾಲಸೆಗಳಿಗೆ ನಮ್ಮ ತೀವ್ರವಾದ ಬಯಕೆಯನ್ನು ಹೊಂದದೆ "" ಇರಬೇಕು."
TIT	2	12	fk8j		ἐν τῷ νῦν αἰῶνι	1	in this age	"ನಾವು ಈ ಲೋಕದಲ್ಲಿ ಜೀವಿಸುವಾಗ ಅಥವಾ ""ಈಸಮಯದಲ್ಲಿ"""
TIT	2	13	rz93		προσδεχόμενοι	1	we look forward to receiving	. ನಾವು ಆ ಕಾಲವನ್ನು ಸ್ವಾಗತಿಸಲು ನಿರೀಕ್ಷಿಸುವುದು .
TIT	2	13	pss7	figs-metonymy	τὴν μακαρίαν ἐλπίδα, καὶ ἐπιφάνειαν τῆς δόξης τοῦ μεγάλου Θεοῦ καὶ Σωτῆρος ἡμῶν, Ἰησοῦ Χριστοῦ	1	our blessed hope, the appearance of the glory of our great God and Savior Jesus Christ	"ಇಲ್ಲಿ ಕ್ರಿಸ್ತನ "" ಮಹಿಮೆಯ ಪ್ರಭಾವ "" ಎಂಬುದು ಕ್ರಿಸ್ತನು ತನ್ನ ಮಹಿಮೆಯೊಂದಿಗೆ ಆಗಮಿಸುವ ದಿನವನ್ನು ಕುರಿತು ಹೇಳಿದೆ
ಪರ್ಯಾಯ ಭಾಷಾಂತರ : ""ನಮ್ಮ ಮಹಾಮಹಿಮನಾದ ದೇವರು ಮತ್ತು ನಮ್ಮ ರಕ್ಷಕನಾದ ದೇವರ ಪ್ರತ್ಯಕ್ಷತೆಯನ್ನು ಮತ್ತು ಯೇಸು ಕ್ರಿಸ್ತನ ಪ್ರಭಾವದ ಪ್ರತ್ಯಕ್ಷತೆಯನ್ನು   , ಸತ್ಕ್ರಿಯೆಗಳನ್ನು ನಿರೀಕ್ಷಿಬೇಕು "" (ನೋಡಿ: [[rc://en/ta/man/translate/figs-metonymy]])"
TIT	2	14	niu4	figs-explicit	ἔδωκεν ἑαυτὸν ὑπὲρ ἡμῶν	1	gave himself for us	"ಇದು ಯೇಸು ಸ್ವ ಇಚ್ಛೆಯಿಂದ  ಮರಣವನ್ನು ಸ್ವೀಕರಿಸಿದಬಗ್ಗೆ ಹೇಳುತ್ತದೆ. ಪರ್ಯಾಯ ಭಾಷಾಂತರ : "" ನಮಗೋಸ್ಕರ ತನ್ನನ್ನು ಮರಣಕ್ಕೆ ಒಪ್ಪಿಸಿಕೊಟ್ಟನು ."" (ನೋಡಿ: [[rc://en/ta/man/translate/figs-explicit]])"
